survey_year,ResponseId,StartDate,RecordedDate,Status,Finished,Duration_sec,Progress,DistributionChannel,Grad_year,Major_raw,Major1,Major2,Minor_raw,Minor1,Major_minor_inferred,Transfer_student,Gender,Race_ethnicity,Participant_code,EndDate,Consent,CE_definition_text,CE_define_open,CESA_1,CESA_2,CESA_3,CESA_4,CESA_5,CESA_6,CESA_7,CESA_8,CESA_9,CESA_10,Community_ref,Community_ref_other,Volunteer_yn,Volunteer_hrs_month,Civic_duty_1,Civic_duty_2,Civic_duty_3,Civic_duty_4,Civic_duty_5,Civic_duty_6,CE_activity_1,CE_activity_2,CE_activity_3,CE_activity_4,CE_activity_5,CE_activity_6,Media_CE_activities,Local_news_yn,Local_news_which,Local_news_connected,Local_news_CE_yn,CE_campus_1,CE_campus_2,CE_campus_3,CE_campus_4,CE_campus_5,CE_campus_6,CE_campus_7,CE_campus_8,Know_WC_CE_mission,Agree_CE_mission,WC_meeting_CE_mission,WC_CE_resources,Overall_CE_rating
SP24,R_3tn7idLbHxijU89,2024-03-31 21:25:34,2024-04-07 21:25:44,IP Address,False,5,4,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-03-31 21:25:40,Yes (continue to survey),-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_1s5LBDw3XFghsXH,2024-04-01 08:19:10,2024-04-08 09:04:40,IP Address,False,2728,4,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-01 09:04:38,Yes (continue to survey),-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_2dusCrveTmsRa5w,2024-04-01 09:30:39,2024-04-08 09:30:54,IP Address,False,6,4,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-01 09:30:46,Yes (continue to survey),-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_7pQX5b5Zy38TMGx,2024-04-01 10:31:54,2024-04-08 10:32:33,IP Address,False,37,8,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-01 10:32:32,Yes (continue to survey),-9,"Voting,Political engagement,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Contributing to community businesses with a social cause",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_51NrO5HlH7kl1ed,2024-04-01 10:32:27,2024-04-08 10:32:50,IP Address,False,6,4,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-01 10:32:34,Yes (continue to survey),-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_2ooGTF5ZeRQLXlG,2024-04-01 10:33:22,2024-04-08 10:34:01,IP Address,False,37,8,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-01 10:34:00,Yes (continue to survey),-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_3j2mcjjpoojdNw4,2024-04-01 11:30:53,2024-04-08 11:33:10,IP Address,False,18,8,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-01 11:31:12,Yes (continue to survey),-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_1qaeH8zz9NKdVVn,2024-04-01 15:50:03,2024-04-08 15:50:31,IP Address,False,24,4,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-01 15:50:27,Yes (continue to survey),-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_1WZhFAuvs6Ttj2H,2024-04-09 08:02:38,2024-04-09 08:08:35,IP Address,True,356,100,anonymous,2024,English,ENG,-9,"Education Studies, Creative Writing, Journalism, Editing, and Publishing",EDU; WRG; OTHER:JOURNALISM; OTHER:EDITING; OTHER:AND_PUBLISHING,-9,0,2,European American or White,,2024-04-09 08:08:34,Yes (continue to survey),-9,"Voting,Political engagement,Volunteering or doing community service,Activism or awareness raising activities",4,4,4,3,4,3,4,4,3,4,The Chestertown or local community,-9,0,-9,3,4,3,4,3,3,1,3,1,3,3,3,"Signing online petitions.,Posting your own opinions regarding current events.,Following elected officials or other representatives on social media.",1,"The Elm,The Chestertown Spy",3,4,4,4,4,3,3,4,5,4,0,1,2,2,3
SP24,R_11mmzhsAXTOkzJv,2024-04-02 08:44:50,2024-04-09 08:45:29,IP Address,False,36,8,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-02 08:45:27,Yes (continue to survey),-9,"Voting,Political engagement,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Contributing to community businesses with a social cause",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_2J9kdEKiEV5qSWZ,2024-04-09 08:45:28,2024-04-09 08:58:46,IP Address,True,796,100,anonymous,2024,Business management and biochemistry ,BUS,CHE,Hispanic studies,OTHER:HISPANIC_STUDIES,-9,0,2,African American or Black,,2024-04-09 08:58:45,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Activism or awareness raising activities",4,4,4,4,3,3,4,4,4,4,The Chestertown or local community,-9,1,Less than 4 hours per month,3,4,4,3,4,3,3,3,1,1,3,1,"Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.",0,-9,-9,4,4,3,4,4,4,3,4,4,0,1,0,0,3
SP24,R_5ie7F4fYg7vt4WZ,2024-04-09 09:32:29,2024-04-09 10:24:06,IP Address,True,3095,100,anonymous,2024,psychology,PSY,-9,sociology,SOC,-9,0,2,European American or White,,2024-04-09 10:24:04,Yes (continue to survey),-9,"Voting,Talking with people in the community,Teaching or mentorship,Making donations to charities,Volunteering or doing community service,Activism or awareness raising activities,Participating in research with community members,Service-learning experiences with a class",4,4,3,4,4,4,4,4,3,4,2,-9,0,-9,2,3,4,4,3,3,1,1,1,3,3,3,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",1,The Elm,4,4,4,3,3,4,4,3,4,3,0,1,1,0,2
SP24,R_3NztExcaK2VtfgL,2024-04-02 10:37:13,2024-04-09 10:47:35,IP Address,False,378,38,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-02 10:43:32,Yes (continue to survey),-9,"Voting,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",3,4,3,3,4,4,4,4,3,4,The Chestertown or local community,-9,0,-9,3,3,3,3,4,3,1,1,1,3,4,1,"Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",0,-9,-9,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_17QLXpGRGp9Psor,2024-04-02 10:37:55,2024-04-09 11:27:09,IP Address,False,1783,13,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-02 11:07:39,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Making donations to charities",2,4,4,3,3,4,4,4,4,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_3LhFl31TRjfWMYF,2024-03-28 09:23:51,2024-04-09 11:33:30,IP Address,False,438644,8,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-02 11:14:35,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_7ffdWx5LOZQOEpi,2024-04-02 11:27:47,2024-04-09 11:50:42,IP Address,False,16,8,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-02 11:28:04,Yes (continue to survey),-9,Contributing to community businesses with a social cause,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_74bWb33gGvK4iVb,2024-04-09 07:48:52,2024-04-09 13:08:52,IP Address,True,19199,100,anonymous,2026,sociology ,SOC,-9,psychology,PSY,-9,0,2,Hispanic/Latinx,,2024-04-09 13:08:51,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",3,3,4,3,4,2,4,4,4,4,2,-9,0,-9,3,4,4,4,4,4,1,3,1,3,4,3,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",1,The Elm,3,4,3,3,5,4,5,4,3,3,0,1,0,1,4
SP24,R_14N0mJ5xMTh7c8v,2024-04-02 10:36:40,2024-04-09 13:15:10,IP Address,False,7692,21,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-02 12:44:53,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",4,4,4,4,2,2,4,3,3,4,5,-9,1,Less than 4 hours per month,1,2,2,4,3,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_2RimuziyDnuI3tf,2024-04-02 12:31:13,2024-04-09 13:15:35,IP Address,False,17,4,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-02 12:31:31,Yes (continue to survey),-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_7dXbxsVPBihMTzU,2024-04-02 12:26:20,2024-04-09 13:24:27,IP Address,False,1355,25,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-02 12:48:55,Yes (continue to survey),-9,"Talking with people in the community,Teaching or mentorship,Activism or awareness raising activities,Attending community arts and culture events",3,3,2,2,2,4,4,3,4,4,5,-9,0,-9,2,3,3,4,3,2,1,1,1,4,3,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_7aL8a97mmXbVLOW,2024-04-09 17:39:20,2024-04-09 17:49:35,IP Address,True,614,100,anonymous,2025,Biology,BIO,-9,"Chemistry, Public health",CHE; OTHER:PUBLIC_HEALTH,-9,0,2,African American or Black,,2024-04-09 17:49:34,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities",3,4,3,3,4,3,4,4,4,4,5,-9,0,-9,3,3,3,3,4,4,3,3,1,1,3,4,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",0,-9,-9,1,4,4,3,3,4,4,3,3,1,-9,2,2,3
SP24,R_3HDHR7F8VUs9SRr,2024-04-02 18:09:46,2024-04-09 18:10:00,IP Address,False,12,4,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-02 18:09:59,Yes (continue to survey),-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_8NljjIO2JX6pyah,2024-03-28 21:02:11,2024-04-09 20:37:34,IP Address,False,430515,25,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-02 20:37:27,Yes (continue to survey),-9,"Voting,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Contributing to community businesses with a social cause",4,4,4,4,2,2,4,4,4,4,The Chestertown or local community,-9,1,Less than 4 hours per month,2,3,3,3,3,3,1,3,1,3,3,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_2xzQqwVGtlCojf5,2024-04-03 12:31:28,2024-04-10 12:32:19,IP Address,False,42,8,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-03 12:32:11,Yes (continue to survey),-9,"Voting,Political engagement,Protesting or rallying",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_12EjXldYJZhaLGc,2024-04-03 12:31:24,2024-04-10 12:33:22,IP Address,False,106,10,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-03 12:33:11,Yes (continue to survey),-9,"Voting,Political engagement,Volunteering or doing community service,Protesting or rallying,Contributing to community businesses with a social cause",4,4,4,4,4,4,4,4,4,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_6CJSIEt9gjObCX6,2024-04-03 13:52:42,2024-04-10 13:56:35,IP Address,False,224,25,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-03 13:56:26,Yes (continue to survey),-9,Voting,4,4,3,3,4,4,4,3,3,4,5,-9,0,-9,2,2,2,2,2,2,1,1,3,3,3,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_3LdpANgCdY9K3mc,2024-04-10 19:06:31,2024-04-10 19:24:23,IP Address,True,1070,100,anonymous,2025,ENV Science ,ENV,-9,Public Health,OTHER:PUBLIC_HEALTH,-9,0,2,European American or White,,2024-04-10 19:24:22,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Volunteering or doing community service,Attending community arts and culture events,Contributing to community businesses with a social cause",4,4,3,4,4,2,4,4,4,4,2,-9,1,Less than 4 hours per month,2,3,3,4,4,3,3,3,3,4,4,3,"Signing online petitions.,Debating opinions or ideas with others with whom you disagree.",0,-9,-9,1,4,3,3,4,4,4,5,4,0,1,2,1,4
SP24,R_2gcqSCrqbCJIaVw,2024-04-08 03:41:49,2024-04-11 06:03:37,IP Address,False,10,4,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-08 03:41:59,Yes (continue to survey),-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_1PL87DTztZ3CcPm,2024-04-05 08:48:41,2024-04-11 06:03:37,IP Address,False,68,8,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-05 08:49:49,Yes (continue to survey),-9,"Talking with people in the community,Fundraising",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_1HpY7wIFZW1bt4s,2024-04-05 08:49:07,2024-04-11 06:03:37,IP Address,False,168,38,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-05 08:51:56,Yes (continue to survey),-9,"Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Participating in research with community members,Service-learning experiences with a class",3,4,2,4,3,2,4,4,2,4,The Chestertown or local community,-9,1,8 to 12 hours per month,2,3,2,3,4,3,1,4,1,1,3,3,-9,0,-9,-9,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_2051SWgZ1gFtw6B,2024-04-05 10:41:23,2024-04-11 06:03:37,IP Address,False,12,4,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-05 10:41:35,Yes (continue to survey),-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_1P4QQqVksnnaWm5,2024-04-05 10:46:57,2024-04-11 06:03:37,IP Address,False,29,8,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-05 10:47:27,Yes (continue to survey),-9,Voting,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_2Hhd9J1WS7vcGM9,2024-04-06 22:40:04,2024-04-11 06:03:37,IP Address,False,305250,21,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-10 11:27:34,Yes (continue to survey),-9,"Talking with people in the community,Teaching or mentorship,Volunteering or doing community service,Activism or awareness raising activities",4,2,2,2,2,4,3,4,4,4,5,-9,0,-9,2,4,4,4,3,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_1oaSW5TTyvjfxtb,2024-04-05 10:05:27,2024-04-11 06:03:37,IP Address,False,176182,4,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-07 11:01:49,Yes (continue to survey),-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_2nC19vAVd7JkxeH,2024-04-09 09:06:15,2024-04-11 06:03:37,IP Address,False,346,42,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-09 09:12:01,Yes (continue to survey),-9,"Voting,Talking with people in the community,Teaching or mentorship,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities",4,4,4,4,4,4,4,4,4,4,2,-9,0,-9,3,3,4,3,3,3,3,3,3,3,3,4,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Liking posts regarding current events.",0,-9,-9,1,4,2,2,4,4,4,4,4,-9,-9,-9,-9,-9
SP24,R_2zknCpURtz5D3DJ,2024-04-04 13:51:24,2024-04-11 06:03:37,IP Address,False,289774,8,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-07 22:20:59,Yes (continue to survey),-9,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_2hjYU5i9kd7F6ut,2024-04-09 10:09:21,2024-04-11 06:03:37,IP Address,False,217,19,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-09 10:12:58,Yes (continue to survey),-9,"Talking with people in the community,Teaching or mentorship,Making donations to charities,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events",4,4,4,4,4,4,4,4,4,4,2,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_1Mx4t9AgHlbS1P3,2024-04-05 10:54:45,2024-04-11 06:03:37,IP Address,False,51,10,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-05 10:55:37,Yes (continue to survey),-9,"Voting,Protesting or rallying,Activism or awareness raising activities,Participating in research with community members,Service-learning experiences with a class",4,4,3,4,4,4,4,4,2,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_2eW2I61gI0Rc53i,2024-04-03 11:01:17,2024-04-11 06:03:37,IP Address,False,421742,8,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-08 08:10:19,Yes (continue to survey),-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_1hmtESOCK6bLxkp,2024-04-05 08:48:37,2024-04-11 06:03:37,IP Address,False,5,4,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-05 08:48:43,Yes (continue to survey),-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_2EuNwp8UyBvUSXy,2024-04-09 13:51:39,2024-04-11 06:03:37,IP Address,False,11,4,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-09 13:51:51,Yes (continue to survey),-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_53653yWsDBYTOeJ,2024-03-25 11:13:22,2024-04-11 06:03:37,IP Address,False,941813,19,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-05 08:50:15,Yes (continue to survey),-9,"Voting,Political engagement,Protesting or rallying,Activism or awareness raising activities",4,4,2,4,2,2,4,4,4,4,The Chestertown or local community,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_1NEDRLbIkycZ57z,2024-04-07 14:36:14,2024-04-11 06:03:37,IP Address,False,10,4,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-07 14:36:25,Yes (continue to survey),-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_2PN5mtrJ0DkQsnP,2024-04-09 15:02:20,2024-04-11 06:03:37,IP Address,False,12,4,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-09 15:02:32,Yes (continue to survey),-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
SP24,R_3b3Q5UtkG9dawqs,2024-04-03 12:31:55,2024-04-11 06:03:37,IP Address,False,73254,42,anonymous,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,,2024-04-04 08:52:50,Yes (continue to survey),-9,"Political engagement,Talking with people in the community,Volunteering or doing community service,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Contributing to community businesses with a social cause",4,4,3,3,3,2,4,4,4,4,The Chestertown or local community,-9,1,Less than 4 hours per month,3,3,4,2,3,2,1,3,1,1,3,3,"Following accounts/pages that post about current events.,Signing online petitions.,Following elected officials or other representatives on social media.",0,-9,-9,4,4,4,3,3,4,4,2,2,-9,-9,-9,-9,-9
