StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Q2- Text,Q3- Define CE,Q4-CESA_1,Q4-CESA_2,Q4-CESA_3,Q4-CESA_4,Q4-CESA_5,Q4-CESA_6,Q4-CESA_7,Q4-CESA_8,Q4-CESA_9,Q4-CESA_10,Q6,Q6_4_TEXT,Q7-ESP1,Q7a-ESP1,Q8-ESP2_1,Q8-ESP2_2,Q8-ESP2_3,Q8-ESP2_4,Q8-ESP2_5,Q8-ESP2_6,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q9-ESP3_1,Q9-ESP3_2,Q9-ESP3_3,Q10-M1,Q11-M3,Q11-M3a,Q12-M4_1,Q12-M4_2,Q12-M4_3,Q12-M4_4,Q12-M4_5,Q12-M4_6,Q12-M4_7,Q12-M4_8,Q12-M4_9,Q13-M5,Q14-M6,Q14-M6a,Q14-M6b,Q15-M7,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q17,Q34,Q35,Q36,Q18,Q19,Q20,Q21,Q22,Q32,Q23,Q24,Q44
2023-04-07 10:29:48,2023-04-08 10:04:34,IP Address,76.78.85.60,100,84886,True,2023-04-08 10:04:35,R_3OZmsbXFmRN71lL,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Contributing to community businesses with a social cause",Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Your home community,,Yes,Less than 4 hours per month,Important,Important,Very Important,Very Important,Very Important,Very Important,Never,Never,Never,Never,Sometimes/Occasionally,Never,No,No,No,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",Yes,Connected,,,,,,,,,,No,No,,,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Yes,I don't know,Yes,I am much less engaged than the average WAC student,2025,Biology,No,No,No,Male,African American or Black,78
2023-04-08 12:08:14,2023-04-08 12:14:55,IP Address,38.81.106.153,100,400,True,2023-04-08 12:14:56,R_22VsHz7eIGzofGb,,,,,41.1682,-73.2689,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities",Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Your home community,,Yes,Less than 4 hours per month,Not really important,Important,Important,Not really important,Very Important,Very Important,Sometimes/Occasionally,Sometimes/Occasionally,Never,Never,Often,Sometimes/Occasionally,No,Yes,No,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.",Yes,Neither connected or disconnected,Positive Impact,Positive Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,No impact,Negative Impact,No impact,No,No,,,No,Neutral,Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Neutral,No,I don't know,I don't know,Yes,I am as engaged as the average WAC student,2023,Human Development,Yes,No,No,Female,European American or White,
2023-04-09 16:48:11,2023-04-09 16:55:53,IP Address,76.78.85.79,100,461,True,2023-04-09 16:55:54,R_1jTgWKr1YmsRhsW,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Fundraising,Protesting or rallying,Activism or awareness raising activities",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Your home community,,Yes,Less than 4 hours per month,Important,Not really important,Important,Important,Very Important,Not really important,Sometimes/Occasionally,Often,Sometimes/Occasionally,Often,Often,Never,Yes,Yes,No,"Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.",No,,Positive Impact,Positive Impact,Positive Impact,No impact,No impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,No,No,,,Yes,Disagree,Disagree,Strongly Disagree,Agree,Agree,Neutral,Agree,Neutral,No,Yes,I don't know,Yes,I am much more engaged than the average WAC student,2024,"Economics ",No,Yes,Yes,Male,European American or White,
2023-04-09 19:45:45,2023-04-09 19:54:31,IP Address,76.78.85.50,100,526,True,2023-04-09 19:54:32,R_x6fqlEN9hUHR9HH,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Teaching or mentorship,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Contributing to community businesses with a social cause",Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Agree,Your home community,,Yes,Less than 4 hours per month,Important,Important,Important,Very Important,Very Important,Not really important,Never,Sometimes/Occasionally,Never,Often,Often,Never,Yes,Yes,No,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",No,,,,,,,Negative Impact,,Negative Impact,Negative Impact,No,No,,,Yes,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,Yes,I don't know,Yes,I am as engaged as the average WAC student,2023,Environmental Science,No,No,Yes,I identify using different terms,European American or White,
2023-04-09 23:00:48,2023-04-09 23:06:48,IP Address,76.78.85.50,100,359,True,2023-04-09 23:06:49,R_1eFR7P0OL8Ox8Pn,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Fundraising,Volunteering or doing community service,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members",Somewhat agree,Agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Agree,Agree,Somewhat agree,Agree,The Washington College community,,Yes,More than 12 hours per month,Very Important,Important,Very Important,Very Important,Very Important,Very Important,Never,Often,Sometimes/Occasionally,Never,Often,Never,Yes,No,No,"Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Liking posts regarding current events.",Yes,Neither connected or disconnected,Positive Impact,Positive Impact,No impact,No impact,No impact,No impact,No impact,No impact,No impact,No,No,,,No,Disagree,Neutral,Disagree,Strongly Agree,Neutral,Disagree,Disagree,Disagree,No,Yes,No,No,I am much more engaged than the average WAC student,2023,Sociology and psychology,No,No,Yes,Female,African American or Black,
2023-04-10 07:55:14,2023-04-10 08:01:38,IP Address,76.78.85.23,100,383,True,2023-04-10 08:01:39,R_1f2TgiAtflZd3y0,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Activism or awareness raising activities,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,The Washington College community,,Yes,4 to 8 hours per month,Important,Very Important,Important,Important,Important,Very Important,Sometimes/Occasionally,Often,Sometimes/Occasionally,Sometimes/Occasionally,Often,Often,No,No,No,"Following accounts/pages that post about current events.,Signing online petitions.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",Yes,Very connected,Positive Impact,No impact,Positive Impact,Positive Impact,Positive Impact,No impact,Positive Impact,No impact,No impact,Yes,No,,,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,Yes,Yes,Yes,I am more engaged than the average WAC student,2026,"Biochemistry and Molecular Biology ",No,Yes,Yes,Female,"European American or White,Indigenous/Hawaiian/Pacific Islander",361
2023-04-03 09:01:39,2023-04-03 09:01:56,IP Address,76.78.85.17,5,17,False,2023-04-10 09:01:58,R_6F5CV5DvMT1WmpX,,,,,,,anonymous,EN,Yes (continue to survey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 09:02:16,2023-04-03 09:04:25,IP Address,76.78.85.54,29,128,False,2023-04-10 09:04:58,R_10BJgGvEoskPuOF,,,,,,,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Activism or awareness raising activities,Attending community arts and culture events,Service-learning experiences with a class",Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,The Washington College community,,No,,Not really important,Important,Important,Very Important,Very Important,Not really important,Sometimes/Occasionally,Never,Never,Sometimes/Occasionally,Often,Often,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 09:03:17,2023-04-10 09:10:54,IP Address,76.78.85.35,100,456,True,2023-04-10 09:10:55,R_2s1J8phBjjhN9qt,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement",Somewhat disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat disagree,Agree,Somewhere else (please specify),All communities I feel an affinity within,No,,Important,Very Important,Very Important,Very Important,Very Important,Not really important,Sometimes/Occasionally,Never,Never,Often,Often,Sometimes/Occasionally,Yes,Yes,No,"Signing online petitions.,Debating opinions or ideas with others with whom you disagree.,Liking posts regarding current events.",Yes,Neither connected or disconnected,No impact,Positive Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,No,No,,,Yes,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,I am more engaged than the average WAC student,2025,Political Science; Philosophy,Yes,No,Yes,Male,European American or White,
2023-04-03 09:11:35,2023-04-03 09:12:07,IP Address,131.106.187.11,5,31,False,2023-04-10 09:12:09,R_D0OFOaOVGMbH0BP,,,,,,,anonymous,EN,Yes (continue to survey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 09:03:01,2023-04-03 09:14:06,IP Address,76.78.85.83,61,664,False,2023-04-10 09:14:08,R_1exStDvZYd3ZyVJ,,,,,,,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Volunteering or doing community service,Protesting or rallying,Attending community arts and culture events,Participating in research with community members,Contributing to community businesses with a social cause",Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,The Chestertown or local community,,Yes,Less than 4 hours per month,Important,Not really important,Important,Not really important,Important,Not at all important,Never,Sometimes/Occasionally,Never,Never,Sometimes/Occasionally,Never,No,Yes,No,"Reposting information regarding current events to your story/page/etc.,Signing online petitions.",No,,No impact,No impact,Negative Impact,No impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Yes,No,,,Yes,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,,,,,,,,,,,,,
2023-04-10 09:30:55,2023-04-10 09:38:50,IP Address,76.78.85.71,100,475,True,2023-04-10 09:38:51,R_3RkFQVLzQHH1kaT,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Activism or awareness raising activities,Attending community arts and culture events",Agree,Agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Agree,Your home community,,No,,Important,Important,Important,Important,Very Important,Very Important,Never,Sometimes/Occasionally,Never,Sometimes/Occasionally,Often,Often,Yes,Yes,Yes,"Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Posting your own opinions regarding current events.,Liking posts regarding current events.",Yes,Connected,Positive Impact,Positive Impact,Positive Impact,Positive Impact,Positive Impact,Positive Impact,No impact,Negative Impact,Negative Impact,Yes,No,,,Yes,Neutral,Neutral,Neutral,Agree,Strongly Agree,Neutral,Agree,Agree,No,Yes,No,No,I am less engaged than the average WAC student,2024,psychology,No,No,Yes,Female,European American or White,49
2023-04-03 11:55:24,2023-04-03 11:56:10,IP Address,76.78.85.13,11,45,False,2023-04-10 11:56:15,R_1GQzr71FePoP2CV,,,,,,,anonymous,EN,Yes (continue to survey),,"Political engagement,Volunteering or doing community service,Participating in research with community members",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 12:26:22,2023-04-10 12:31:22,IP Address,76.78.85.72,100,299,True,2023-04-10 12:31:23,R_eSb9wSE0awCPIqZ,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Protesting or rallying,Activism or awareness raising activities",Somewhat agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Agree,The Chestertown or local community,,Yes,8 to 12 hours per month,Not really important,Important,Important,Not really important,Very Important,Important,Never,Often,Never,Sometimes/Occasionally,Often,Sometimes/Occasionally,No,No,Yes,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Following elected officials or other representatives on social media.",Yes,Neither connected or disconnected,Positive Impact,No impact,Negative Impact,Positive Impact,Negative Impact,,Negative Impact,Positive Impact,No impact,Yes,No,,,Yes,Agree,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Neutral,Yes,Yes,No,No,I am as engaged as the average WAC student,2026,Human Development,Yes,Yes,Yes,Female,"European American or White,Hispanic/Latinx",
2023-04-03 12:56:29,2023-04-03 13:01:12,IP Address,76.78.85.41,76,282,False,2023-04-10 13:01:21,R_2Xn9pVHUD3HLmlW,,,,,,,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members",Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Your home community,,No,,Important,Important,Important,Important,Very Important,Important,Sometimes/Occasionally,Never,Sometimes/Occasionally,Sometimes/Occasionally,Often,Never,Yes,Yes,Yes,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",Yes,Neither connected or disconnected,Positive Impact,No impact,Positive Impact,No impact,No impact,No impact,No impact,No impact,No impact,No,No,,,Yes,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,No,Yes,I don't know,I don't know,I am as engaged as the average WAC student,,,,,,,,
2023-04-10 12:59:14,2023-04-10 13:21:25,IP Address,76.78.85.47,100,1330,True,2023-04-10 13:21:26,R_qR4aOKalOdeSvHb,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Fundraising,Making donations to charities,Volunteering or doing community service,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members",Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Your home community,,Yes,8 to 12 hours per month,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Never,Often,Never,Sometimes/Occasionally,Sometimes/Occasionally,Often,No,No,No,"Following accounts/pages that post about current events.,Signing online petitions.,Debating opinions or ideas with others with whom you disagree.,Following elected officials or other representatives on social media.",No,,No impact,No impact,Negative Impact,No impact,No impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,No,No,,,Yes,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Yes,Yes,Yes,Yes,I am as engaged as the average WAC student,2023,Biology w/ pre-med track,No,Yes,Yes,Female,European American or White,12
2023-04-03 13:30:19,2023-04-03 13:31:23,IP Address,76.78.85.73,11,63,False,2023-04-10 13:31:27,R_3HYLp3aap4V3vRN,,,,,,,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Fundraising,Protesting or rallying,Activism or awareness raising activities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 13:38:53,2023-04-03 13:39:59,IP Address,76.78.85.72,5,65,False,2023-04-10 13:40:03,R_2EGXnu6iK9H29ky,,,,,,,anonymous,EN,Yes (continue to survey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 13:49:26,2023-04-03 13:52:52,IP Address,76.78.85.40,11,205,False,2023-04-10 13:52:54,R_2znGfAdSX1skD7p,,,,,,,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 14:05:30,2023-04-10 14:10:59,IP Address,76.78.85.8,100,328,True,2023-04-10 14:11:00,R_UEJ6JdXhr1Manq9,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Making donations to charities,Protesting or rallying,Activism or awareness raising activities",Somewhat disagree,Agree,Agree,Neither agree nor disagree,Disagree,Somewhat disagree,Agree,Agree,Agree,Agree,Your home community,,No,,Important,Important,Not really important,Important,Important,Important,Never,Sometimes/Occasionally,Never,Never,Never,Never,No,No,No,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Debating opinions or ideas with others with whom you disagree.",Yes,Connected,Positive Impact,Positive Impact,,Positive Impact,,,,,,Yes,No,,,Yes,Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Neutral,Neutral,Yes,Yes,No,I don't know,I am much less engaged than the average WAC student,2025,Economics,Yes,No,Yes,Male,European American or White,
2023-04-03 14:11:15,2023-04-03 14:12:31,IP Address,76.78.85.94,13,75,False,2023-04-10 14:12:38,R_cRYdWh0gP5A2Hex,,,,,,,anonymous,EN,Yes (continue to survey),,"Talking with people in the community,Teaching or mentorship,Fundraising,Volunteering or doing community service,Activism or awareness raising activities,Participating in research with community members,Service-learning experiences with a class",Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10 14:19:40,2023-04-10 14:25:03,IP Address,104.28.133.200,100,323,True,2023-04-10 14:25:05,R_wO8IXA76IYh29od,,,,,38.894,-77.0365,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members",Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Your home community,,Yes,Less than 4 hours per month,Important,Very Important,Very Important,Very Important,Very Important,Important,Never,Sometimes/Occasionally,Often,Often,Often,Sometimes/Occasionally,Yes,No,No,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Signing online petitions.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",Yes,Very disconnected,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,Negative Impact,No,No,,,Yes,Neutral,Disagree,Strongly Disagree,Neutral,Disagree,Neutral,Agree,Neutral,No,Yes,No,No,I am much more engaged than the average WAC student,2023,"political science ",Yes,No,Yes,Female,European American or White,
2023-04-10 15:20:09,2023-04-10 15:27:36,IP Address,76.78.85.39,100,447,True,2023-04-10 15:27:37,R_2OGUk9x7TwFVWm4,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,The Chestertown or local community,,Yes,8 to 12 hours per month,Very Important,Important,Very Important,Very Important,Very Important,Very Important,Often,Often,Sometimes/Occasionally,Sometimes/Occasionally,Often,Often,No,Yes,No,"Following accounts/pages that post about current events.,Signing online petitions.,Following elected officials or other representatives on social media.,Liking posts regarding current events.",No,,,,,,,,,,,No,Yes,"The Chestertown Spy,Kent County News,Delmarva Now",Connected,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,I am much more engaged than the average WAC student,2023,,,,,,,
2023-04-03 16:02:14,2023-04-03 16:03:08,IP Address,76.78.85.22,11,53,False,2023-04-10 16:03:21,R_1CwqovrPpQcjx2q,,,,,,,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Protesting or rallying,Activism or awareness raising activities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-03 18:53:23,2023-04-03 18:56:22,IP Address,76.78.85.60,24,179,False,2023-04-10 18:56:23,R_3L0ZVMkiYsJolUm,,,,,,,anonymous,EN,Yes (continue to survey),,"Voting,Teaching or mentorship,Making donations to charities,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",Agree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,The Chestertown or local community,,No,,Important,Important,Not really important,Not really important,Important,Important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-04 05:09:07,2023-04-04 05:09:17,IP Address,76.78.85.71,5,10,False,2023-04-11 05:09:26,R_Y0vHKlJaN9Qo27D,,,,,,,anonymous,EN,Yes (continue to survey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-04 11:14:22,2023-04-04 11:15:03,IP Address,76.78.85.83,5,40,False,2023-04-11 11:17:19,R_1PRGEtEFz4x3Cmw,,,,,,,anonymous,EN,Yes (continue to survey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-04 12:36:03,2023-04-04 12:36:10,IP Address,38.70.48.46,5,7,False,2023-04-11 12:36:16,R_ReQDbyB83yzD6F3,,,,,,,anonymous,EN,Yes (continue to survey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-04 12:36:26,2023-04-04 12:36:50,IP Address,76.78.85.88,11,24,False,2023-04-11 12:37:10,R_1JIUdxOVyvzTsKs,,,,,,,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-04 12:36:53,2023-04-04 12:37:15,IP Address,209.243.32.181,11,22,False,2023-04-11 12:37:39,R_3EFOTOyzZoPZH5j,,,,,,,anonymous,EN,Yes (continue to survey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-04 12:44:51,2023-04-04 12:46:56,IP Address,174.192.196.146,24,124,False,2023-04-11 12:47:04,R_24Hsls2NLqbsefO,,,,,,,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Your home community,,No,,Not at all important,Not at all important,Not at all important,Not at all important,Not at all important,Not at all important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-04 12:50:28,2023-04-04 12:50:58,IP Address,76.78.85.76,11,30,False,2023-04-11 12:51:03,R_3qjqpWdGY9RiGMu,,,,,,,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class,Contributing to community businesses with a social cause",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-04 12:43:23,2023-04-04 12:51:57,IP Address,209.243.32.182,29,513,False,2023-04-11 12:51:59,R_3Pub9xAi49pwAAs,,,,,,,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Teaching or mentorship,Fundraising,Volunteering or doing community service,Participating in research with community members",Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Your home community,,Yes,Less than 4 hours per month,Not really important,Important,Not really important,Not really important,Not really important,Important,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-04 13:45:06,2023-04-04 13:45:52,IP Address,76.78.85.16,11,46,False,2023-04-11 13:45:54,R_2AR9hubyoTvouJd,,,,,,,anonymous,EN,Yes (continue to survey),,"Voting,Fundraising,Volunteering or doing community service,Activism or awareness raising activities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-04 12:46:41,2023-04-04 14:46:50,IP Address,174.192.197.115,55,7209,False,2023-04-11 14:46:56,R_1r3cu6U43I1RpOE,,,,,,,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Fundraising",Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,The Washington College community,,Yes,4 to 8 hours per month,Not really important,Not really important,Not really important,Not really important,Not really important,Not really important,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,No,No,No,"Following accounts/pages that post about current events.,Reposting information regarding current events to your story/page/etc.,Debating opinions or ideas with others with whom you disagree.",No,,No impact,No impact,No impact,No impact,No impact,No impact,No impact,No impact,No impact,No,Yes,,,No,,,,,,,,,,,,,,,,,,,,,
