StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Q2- Text,Q3- Define CE,Q4-CESA_1,Q4-CESA_2,Q4-CESA_3,Q4-CESA_4,Q4-CESA_5,Q4-CESA_6,Q4-CESA_7,Q4-CESA_8,Q4-CESA_9,Q4-CESA_10,Q50_1,Q50_2,Q50_3,Q50_4,Q50_5,Q50_6,Q6,Q6_4_TEXT,Q7-ESP1,Q7a-ESP1,Q8-ESP2_1,Q8-ESP2_2,Q8-ESP2_3,Q8-ESP2_4,Q8-ESP2_5,Q8-ESP2_6,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q9-ESP3,Q76,Q75,Q10-ESP4,Q11-ESP5,Q12-ESP6,Q13-ESP7,Q14-ESP8,Q10-M1,Q51_1,Q51_2,Q51_3,Q51_4,Q51_5,Q51_6,Q14-M6,Q14-M6a,Q14-M6b,Q15-M7,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q58,Q68,Q69,Q70,Q71,Q72_1,Q72_2,Q72_3,Q72_4,Q66,Q17,Q34,Q35,Q36,Q18,Q60,Q73,Q19,Q46,Q20,Q45,Q23,Q24,Q44
2025-04-13 10:46:16,2025-04-13 10:58:32,IP Address,76.78.85.73,100,736,True,2025-04-13 10:58:33,R_6jl9wu8M6kwE7et,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members,Service-learning experiences with a class",Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,The Chestertown or local community,,Yes,Less than 4 hours per month,Important,Important,Very Important,Very Important,Very Important,Very Important,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Yes,Yes,Yes,Democrat,Yes,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Debating opinions or ideas with others with whom you disagree,Following elected officials or other representatives on social media,Liking posts regarding current events",Important,Important,Very important,Important,Important,Important,Yes,The Elm,Neither connected nor disconnected,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Yes,No,Yes,Yes,No,Mostly True,Mostly True,Mostly True,Mostly True,My participation has stayed the same. I am as involved now as I was in my first semester.,No,Yes,Yes,Yes,I am more engaged than the average WAC student,Unfamiliar,I feel a strong sense of belonging,2025,No,Biology & environmental science,"Chemistry ",Woman,European American or White,
2025-04-13 11:15:03,2025-04-13 11:31:37,IP Address,76.78.85.74,100,994,True,2025-04-13 11:31:38,R_708xAW3wM5Q0EhP,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Service-learning experiences with a class",Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Never,The Chestertown or local community,,Yes,Less than 4 hours per month,Not really important,Not really important,Not at all important,Not at all important,Not really important,Not at all important,Never,Sometimes/Occasionally,Never,Never,Often,Never,Yes,Yes,No,Democrat,No,Liberal,"I usually vote, but I DIDN’T vote in the 2024 Presidential Election",I don't remember,Following accounts/pages that post about current events,Unimportant,Unimportant,Very unimportant,Unimportant,Unimportant,Very unimportant,No,,,Yes,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Yes,No,No,Yes,No,Mostly Untrue,Mostly True,Mostly True,Mostly True,My participation has increased. I am more involved than I was in my first semester.,No,I don't know,I don't know,Yes,I am as engaged as the average WAC student,Unfamiliar,I feel neutral about my belonging,2025,No,Biology & Environmental Science,Chemistry & Chesapeake Regional Studies,Man,European American or White,
2025-04-13 12:13:05,2025-04-13 12:17:26,IP Address,72.158.132.106,100,260,True,2025-04-13 12:17:26,R_5OiBX284LeT5eaC,,,,,38.8865,-77.0911,anonymous,EN,Yes (continue to survey),,"Voting,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities",Somewhat agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Agree,Rarely,Sometimes,Sometimes,Often,Rarely,Sometimes,Your home community,,Yes,Less than 4 hours per month,Important,Important,Important,Important,Important,Important,Never,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Often,Never,No,Yes,Yes,Democrat,Yes,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Following elected officials or other representatives on social media,Liking posts regarding current events",Very important,Very important,Important,Very important,Important,Important,Yes,The Elm,Neither connected nor disconnected,Yes,Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Yes,Yes,No,Yes,No,Mostly True,Mostly True,Very True,Mostly True,My participation has increased. I am more involved than I was in my first semester.,Yes,Yes,I don't know,I don't know,I am as engaged as the average WAC student,Somewhat familiar,I feel a strong sense of belonging,2025,No,"Chemistry ",,Woman,Middle Eastern/North African,
2025-04-13 15:05:06,2025-04-13 15:19:20,IP Address,209.243.32.181,100,854,True,2025-04-13 15:19:23,R_1qrKCZVqHV6pdpc,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Teaching or mentorship,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Participating in research with community members",Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Often,Often,Often,Often,Sometimes,Sometimes,The Chestertown or local community,,Yes,4 to 8 hours per month,Important,Important,Very Important,Important,Very Important,Not really important,Often,Often,Often,Never,Often,Sometimes/Occasionally,No,Yes,No,Democrat,No,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Posting your own opinions regarding current events,Debating opinions or ideas with others with whom you disagree,Following elected officials or other representatives on social media",Very important,Very important,Very important,Important,Important,Important,No,,,Yes,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Disagree,Neutral,Strongly Agree,Agree,Yes,Yes,No,Yes,No,Very True,Very True,Very True,Very True,My participation has increased. I am more involved than I was in my first semester.,Yes,Yes,No,Yes,I am much more engaged than the average WAC student,Familiar,I feel a strong sense of belonging,2026,No,Environmental Science,"Chesapeake Regional Studies & Museum, Field and Community Education","Genderqueer, genderfluid, or non-binary",European American or White,
2025-04-13 16:23:25,2025-04-13 16:33:41,IP Address,76.78.85.87,100,615,True,2025-04-13 16:33:41,R_5rGrrNRAAEvC4rQ,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Teaching or mentorship,Volunteering or doing community service",Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,The Washington College community,,Yes,Less than 4 hours per month,Important,Important,Very Important,Very Important,Very Important,Not really important,Sometimes/Occasionally,Sometimes/Occasionally,Never,Never,Sometimes/Occasionally,Never,No,Yes,No,Democrat,No,Middle of the Road,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Signing online petitions,Following elected officials or other representatives on social media",Important,Important,Important,Unimportant,Unimportant,Unimportant,No,,,Yes,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Yes,No,No,No,No,Mostly Untrue,Mostly Untrue,Mostly True,Mostly Untrue,My participation has stayed the same. I am as involved now as I was in my first semester.,Yes,Yes,I don't know,I don't know,I am as engaged as the average WAC student,Somewhat familiar,I feel neutral about my belonging,2027,No,Environmental Science,n/a,Woman,European American or White,
2025-04-13 16:23:37,2025-04-13 16:49:06,IP Address,138.207.176.221,100,1529,True,2025-04-13 16:49:07,R_5LZ67FniE31Wxy7,,,,,38.9807,-76.3144,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Teaching or mentorship,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Contributing to community businesses with a social cause",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Sometimes,Often,Often,Very Often,Very Often,Sometimes,Somewhere else (please specify),All of the above,Yes,4 to 8 hours per month,Important,Important,Important,Not really important,Very Important,Important,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Often,Sometimes/Occasionally,No,Yes,Yes,Independent,I don't know,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions",Important,Very important,Important,Important,Important,Important,Yes,"The Elm,Kent County News",Connected,Yes,Agree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Yes,No,No,Yes,No,Mostly True,Mostly Untrue,Mostly True,Mostly True,My participation has increased. I am more involved than I was in my first semester.,Yes,Yes,I don't know,I don't know,I am as engaged as the average WAC student,Familiar,I feel a strong sense of belonging,2026,No,English,Creative Writing,Woman,European American or White,
2025-04-06 17:05:33,2025-04-06 17:08:21,IP Address,72.158.132.30,29,168,False,2025-04-13 17:08:23,R_3QcLWw9r8hZWG2a,,,,,38.9392,-77.0584,anonymous,EN,Yes (continue to survey),,"Voting,Teaching or mentorship,Fundraising,Volunteering or doing community service,Protesting or rallying,Attending community arts and culture events,Contributing to community businesses with a social cause",Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Often,Often,Sometimes,Rarely,Sometimes,Sometimes,The Chestertown or local community,,Yes,Less than 4 hours per month,Not really important,Important,Important,Important,Very Important,Important,Never,Often,Never,Often,Often,Sometimes/Occasionally,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-14 11:59:19,2025-04-14 12:07:20,IP Address,76.78.85.32,100,481,True,2025-04-14 12:07:21,R_7lmlgTGJAW7bmIK,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Teaching or mentorship,Making donations to charities,Volunteering or doing community service,Attending community arts and culture events,Participating in research with community members,Contributing to community businesses with a social cause",Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Your home community,,Yes,Less than 4 hours per month,Not really important,Very Important,Important,Very Important,Very Important,Not really important,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Often,Often,Never,Yes,Yes,No,Republican,No,Conservative,I am sure that I VOTED in the 2024 Presidential Election,Donald Trump,Signing online petitions,Important,Important,Important,Important,Important,Important,Yes,"The Elm,Kent County News",Disconnected,No,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Strongly Agree,Yes,No,No,No,No,Mostly True,Mostly True,Mostly True,Mostly True,My participation has increased. I am more involved than I was in my first semester.,Yes,I don't know,Yes,Yes,I am as engaged as the average WAC student,Somewhat familiar,I feel neutral about my belonging,2028,No,Political Science,Religious Studies,Man,African American or Black,
2025-04-14 12:19:03,2025-04-14 12:24:01,IP Address,76.78.85.60,100,298,True,2025-04-14 12:24:02,R_6CPsrDIrIoqXzRL,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Protesting or rallying,Activism or awareness raising activities,Contributing to community businesses with a social cause",Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Sometimes,Often,Often,Often,Often,Often,The Washington College community,,No,,Important,Not really important,Important,Important,Important,Not really important,Never,Sometimes/Occasionally,Often,Often,Often,Never,No,Yes,Yes,Democrat,Yes,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Signing online petitions,Posting your own opinions regarding current events,Debating opinions or ideas with others with whom you disagree",Important,Important,Important,Important,Unimportant,Unimportant,No,,,No,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,No,No,No,No,Very True,Very True,Mostly Untrue,Very Untrue,My participation has increased. I am more involved than I was in my first semester.,Yes,Yes,Yes,Yes,I am less engaged than the average WAC student,Familiar,I feel little sense of belonging,2026,No,"History ",MFCE,Man,European American or White,
2025-04-14 12:43:41,2025-04-14 12:48:56,IP Address,76.78.85.17,100,315,True,2025-04-14 12:48:56,R_7OFS3BnzqpD96yR,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Making donations to charities,Volunteering or doing community service,Activism or awareness raising activities,Service-learning experiences with a class",Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Sometimes,Sometimes,,Sometimes,Sometimes,Sometimes,The Washington College community,,No,,Not really important,Important,Important,Not really important,Important,Important,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Yes,No,No,Republican,No,Middle of the Road,I DID NOT vote in the 2024 Presidential Election,I don't remember,"Posting your own opinions regarding current events,Debating opinions or ideas with others with whom you disagree,Following elected officials or other representatives on social media",Important,Important,Important,Important,Important,Important,Yes,The Elm,Connected,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Yes,Yes,Yes,Yes,Mostly True,Mostly Untrue,Mostly True,Mostly Untrue,My participation has stayed the same. I am as involved now as I was in my first semester.,No,I don't know,I don't know,I don't know,I am less engaged than the average WAC student,Unfamiliar,I feel a sense of belonging,2028,No,I don’t know,I don’t know,Man,"African American or Black,Hispanic/Latinx",
2025-04-14 12:36:16,2025-04-14 12:51:37,IP Address,76.78.85.60,100,921,True,2025-04-14 12:51:38,R_55u1qMboWhfuQyB,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Political engagement,Talking with people in the community,Teaching or mentorship,Fundraising,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Contributing to community businesses with a social cause",Agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Sometimes,Very Often,Often,Often,Sometimes,Sometimes,Your home community,,Yes,4 to 8 hours per month,Very Important,Important,Very Important,Important,Very Important,Important,Often,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Often,Often,No,No,Yes,Democrat,I don't know,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Posting your own opinions regarding current events,Debating opinions or ideas with others with whom you disagree,Following elected officials or other representatives on social media,Liking posts regarding current events",Very important,Very important,Very important,Very important,Very important,Very important,No,,,Yes,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,No,No,Very True,Very True,Very True,Very True,My participation has stayed the same. I am as involved now as I was in my first semester.,Yes,Yes,Yes,I don't know,I am more engaged than the average WAC student,Unfamiliar,I feel a sense of belonging,2028,No,Psychology & Music,None,"Genderqueer, genderfluid, or non-binary",Hispanic/Latinx,
2025-04-14 12:46:09,2025-04-14 12:52:34,IP Address,76.78.85.97,100,385,True,2025-04-14 12:52:34,R_5ma8AkGf0UVfFWt,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Making donations to charities,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events,Contributing to community businesses with a social cause",Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Agree,Sometimes,Often,Sometimes,Sometimes,Rarely,Rarely,Your home community,,No,,Not really important,Important,Important,Very Important,Very Important,Important,Never,Never,Never,Often,Often,Never,No,No,Yes,Democrat,I don't know,Middle of the Road,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Following elected officials or other representatives on social media",Very important,Very important,Very important,Very important,Very important,Very important,Yes,The Elm,Connected,Yes,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Agree,No,Yes,No,Yes,No,Mostly True,Mostly True,Mostly True,Very True,My participation has increased. I am more involved than I was in my first semester.,No,Yes,I don't know,I don't know,I am as engaged as the average WAC student,Unfamiliar,I feel a strong sense of belonging,2027,No,English; Theatre,Dance; JEP,Woman,"Asian, Asian American",
2025-04-14 12:37:06,2025-04-14 12:54:01,IP Address,76.78.85.16,100,1014,True,2025-04-14 12:54:01,R_1C8ifAm0223FE48,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Teaching or mentorship,Fundraising,Protesting or rallying,Activism or awareness raising activities",Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Rarely,Sometimes,Sometimes,Often,Rarely,Sometimes,The Washington College community,,No,,Not really important,Important,Not really important,Not really important,Very Important,Important,Never,Sometimes/Occasionally,Never,Never,Often,Sometimes/Occasionally,Yes,Yes,No,Democrat,Yes,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Following elected officials or other representatives on social media",Important,Important,Important,Important,Important,Important,No,,,Yes,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,No,No,Yes,No,No,Mostly True,Mostly True,Mostly True,Mostly True,My participation has increased. I am more involved than I was in my first semester.,No,Yes,Yes,Yes,I am less engaged than the average WAC student,Somewhat familiar,I feel a sense of belonging,2027,No,Music,,Man,European American or White,
2025-04-14 15:02:41,2025-04-14 15:12:12,IP Address,76.78.85.66,100,571,True,2025-04-14 15:12:13,R_5gjXF1LAqn39IaZ,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities,Attending community arts and culture events",Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Agree,Sometimes,Often,Often,Often,Sometimes,Sometimes,The Chestertown or local community,,Yes,4 to 8 hours per month,Not really important,Important,Important,Important,Very Important,Important,Never,Often,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Often,No,No,No,Democrat,I don't know,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Reposting information regarding current events to your story/page/etc.,Signing online petitions,Debating opinions or ideas with others with whom you disagree,Following elected officials or other representatives on social media,Liking posts regarding current events",Very important,Very important,Important,Very important,Important,Very important,No,,,No,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Disagree,Yes,No,No,No,Yes,Mostly True,Mostly True,Very True,Very True,My participation has increased. I am more involved than I was in my first semester.,No,I don't know,I don't know,No,I am more engaged than the average WAC student,Somewhat familiar,I feel neutral about my belonging,2028,No,"Human Dev ",,Woman,European American or White,
2025-04-14 15:34:02,2025-04-14 15:44:29,IP Address,209.243.32.180,100,627,True,2025-04-14 15:44:30,R_6h5mpML46cWPuxj,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Making donations to charities,Contributing to community businesses with a social cause",Disagree,Somewhat disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Your home community,,No,,Important,Important,Important,Important,Important,Important,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Sometimes/Occasionally,Yes,Yes,Yes,Democrat,Yes,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Debating opinions or ideas with others with whom you disagree",Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Very unimportant,Yes,The Elm,Very disconnected,No,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,No,No,No,No,No,Mostly Untrue,Mostly Untrue,Mostly Untrue,Mostly Untrue,My participation has decreased. I am less involved now than I was in my first semester.,No,Yes,No,No,I am less engaged than the average WAC student,Somewhat familiar,I do not feel a sense of belonging,2025,No,"Sociology ","Anthology ",Transgender,I prefer not to answer,
2025-04-14 15:21:00,2025-04-14 16:05:59,IP Address,76.78.85.17,100,2698,True,2025-04-14 16:05:59,R_7L1OXJSxwxScfcH,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Talking with people in the community,Fundraising,Making donations to charities,Volunteering or doing community service,Service-learning experiences with a class",Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Often,Often,Often,Often,Often,Often,Your home community,,Yes,4 to 8 hours per month,Important,Important,Important,Important,Important,Very Important,Sometimes/Occasionally,Sometimes/Occasionally,Never,Never,Sometimes/Occasionally,Never,Yes,No,No,Independent,No,Middle of the Road,I am sure that I VOTED in the 2024 Presidential Election,Other Candidate,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Signing online petitions,Posting your own opinions regarding current events,Debating opinions or ideas with others with whom you disagree,Following elected officials or other representatives on social media,Liking posts regarding current events",Important,Important,Important,Important,Important,Important,No,,,Yes,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Yes,Yes,No,No,No,Mostly True,Mostly True,Mostly True,Mostly True,My participation has increased. I am more involved than I was in my first semester.,No,Yes,Yes,Yes,I am as engaged as the average WAC student,Somewhat familiar,I feel a sense of belonging,2028,No,English,Creative Writing,Woman,European American or White,
2025-04-14 19:58:01,2025-04-14 20:04:35,IP Address,76.78.85.18,100,393,True,2025-04-14 20:04:35,R_6EXuVQTIlubZNph,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Political engagement,Talking with people in the community,Fundraising,Making donations to charities,Volunteering or doing community service,Protesting or rallying,Activism or awareness raising activities",Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,Often,Often,Often,Very Often,Very Often,The Washington College community,,No,,Important,Very Important,Very Important,Important,Important,Important,Sometimes/Occasionally,Never,Often,Never,Often,Often,No,No,Yes,Independent,No,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Reposting information regarding current events to your story/page/etc.,Signing online petitions,Posting your own opinions regarding current events",Important,Important,Very important,Important,Important,Very important,Yes,The Elm,Connected,No,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Yes,No,No,Yes,No,Mostly Untrue,Mostly True,Very True,Mostly True,My participation has stayed the same. I am as involved now as I was in my first semester.,No,Yes,No,No,I am more engaged than the average WAC student,Somewhat familiar,I feel a sense of belonging,2026,No,English,"JEP, CW, Medieval and Modern Studies ","Genderqueer, genderfluid, or non-binary",European American or White,
2025-04-15 06:52:08,2025-04-15 06:59:08,IP Address,76.78.85.51,100,420,True,2025-04-15 06:59:08,R_6GUlwPXWPAoqvUe,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Volunteering or doing community service,Attending community arts and culture events",Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Never,Sometimes,Sometimes,Rarely,Sometimes,Never,The Washington College community,,No,,Important,Important,Important,Very Important,Very Important,Important,Never,Never,Never,Often,Often,Never,No,No,Yes,Democrat,Yes,Liberal,I am sure that I VOTED in the 2024 Presidential Election,Kamala Harris,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.,Posting your own opinions regarding current events,Debating opinions or ideas with others with whom you disagree,Liking posts regarding current events",Important,Important,Unimportant,Important,Important,Unimportant,No,,,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Yes,No,No,No,No,Mostly True,Mostly True,Mostly True,Mostly True,My participation has increased. I am more involved than I was in my first semester.,Yes,Yes,I don't know,I don't know,I am less engaged than the average WAC student,Unfamiliar,I feel little sense of belonging,2028,No,"Psychology ",,Woman,European American or White,
2025-04-15 06:52:57,2025-04-15 08:07:26,IP Address,76.78.85.44,100,4468,True,2025-04-15 08:07:26,R_1esA2mYoNN945Zk,,,,,39.2147,-76.0795,anonymous,EN,Yes (continue to survey),,"Voting,Volunteering or doing community service,Attending community arts and culture events,Participating in research with community members,Contributing to community businesses with a social cause",Neither agree nor disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Sometimes,Rarely,Sometimes,Rarely,Rarely,Sometimes,Your home community,,Yes,Less than 4 hours per month,Important,Important,Important,Important,Important,Important,Never,Sometimes/Occasionally,Never,Never,Sometimes/Occasionally,Sometimes/Occasionally,No,No,No,Republican,Yes,Conservative,I am sure that I VOTED in the 2024 Presidential Election,Donald Trump,"Following accounts/pages that post about current events,Reposting information regarding current events to your story/page/etc.",Important,Very important,Very important,Important,Important,Important,No,,,Yes,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Disagree,No,No,Yes,Yes,No,Mostly True,Very True,Mostly True,Mostly True,My participation has stayed the same. I am as involved now as I was in my first semester.,Yes,Yes,Yes,I don't know,I am as engaged as the average WAC student,Unfamiliar,I feel neutral about my belonging,2026,Yes,Neuroscience,Public health,Woman,European American or White,
